station_id,target,date,month,season,abs_error
KORD,MaxT,2025-08-31,8,Summer,1.422373935385565
KORD,MaxT,2025-09-01,9,Summer,1.6180511018090158
KORD,MaxT,2025-09-02,9,Summer,0.08442981069357813
KORD,MaxT,2025-09-03,9,Summer,0.8628058175658708
KORD,MaxT,2025-09-04,9,Summer,1.1093211102420213
KORD,MaxT,2025-09-05,9,Summer,0.1073463077216843
KORD,MaxT,2025-09-06,9,Summer,0.7019419022936262
KORD,MaxT,2025-09-07,9,Summer,0.47616353953699786
KORD,MaxT,2025-09-08,9,Summer,2.573714709820962
KORD,MaxT,2025-09-09,9,Summer,1.2313692724058996
KORD,MaxT,2025-09-10,9,Summer,0.9018276699545567
KORD,MaxT,2025-09-11,9,Summer,2.326732715978224
KORD,MaxT,2025-09-12,9,Summer,1.5106542123025406
KORD,MaxT,2025-09-13,9,Summer,0.6677108057251218
KORD,MaxT,2025-09-14,9,Summer,2.0172124486965117
KORD,MaxT,2025-09-15,9,Summer,0.6715207326260924
KORD,MaxT,2025-09-16,9,Summer,1.6065223319824185
KORD,MaxT,2025-09-17,9,Summer,0.7708768952356593
KORD,MaxT,2025-09-18,9,Summer,0.7964361903778183
KORD,MaxT,2025-09-19,9,Summer,0.6730966001074279
KORD,MaxT,2025-09-20,9,Summer,1.5730132328931319
KORD,MaxT,2025-09-21,9,Summer,1.0866488480924517
KORD,MaxT,2025-09-22,9,Summer,0.5919734183130174
KORD,MaxT,2025-09-23,9,Summer,0.10509697083385561
KORD,MaxT,2025-09-24,9,Summer,1.2119582231934345
KORD,MaxT,2025-09-25,9,Summer,1.6004199609921699
KORD,MaxT,2025-09-26,9,Summer,1.619113710163262
KORD,MaxT,2025-09-27,9,Summer,0.8330467154412275
KORD,MaxT,2025-09-28,9,Summer,1.09171938569051
KORD,MaxT,2025-09-29,9,Summer,0.7453657984295603
KORD,MaxT,2025-09-30,9,Summer,0.7335953262736581
KORD,MaxT,2025-10-01,10,Fall,0.9765268939130038
KORD,MaxT,2025-10-02,10,Fall,0.20092799432364927
KORD,MaxT,2025-10-03,10,Fall,0.17211316617967043
KORD,MaxT,2025-10-04,10,Fall,0.4050242688603163
KORD,MaxT,2025-10-05,10,Fall,1.1809386730691642
KORD,MaxT,2025-10-06,10,Fall,1.086705196164246
KORD,MaxT,2025-10-07,10,Fall,0.8122583011594173
KORD,MaxT,2025-10-08,10,Fall,0.26813235235596267
KORD,MaxT,2025-10-09,10,Fall,1.3028514124622035
KORD,MaxT,2025-10-10,10,Fall,0.8852174169134628
KORD,MaxT,2025-10-11,10,Fall,1.0890801325008255
KORD,MaxT,2025-10-12,10,Fall,0.7401117141699842
KORD,MaxT,2025-10-13,10,Fall,2.4400226765966977
KORD,MaxT,2025-10-14,10,Fall,0.9981031653597228
KORD,MaxT,2025-10-15,10,Fall,0.5913966723887825
KORD,MaxT,2025-10-16,10,Fall,0.007335906341737086
KORD,MaxT,2025-10-17,10,Fall,1.3283125586023772
KORD,MaxT,2025-10-18,10,Fall,0.1545995271766003
KORD,MaxT,2025-10-19,10,Fall,0.8851518087314858
KORD,MaxT,2025-10-20,10,Fall,0.4871617367909522
KORD,MaxT,2025-10-21,10,Fall,0.9441088117342886
KORD,MaxT,2025-10-22,10,Fall,0.9574859604769799
KORD,MaxT,2025-10-23,10,Fall,1.5023285766528716
KORD,MaxT,2025-10-24,10,Fall,0.6088528274728873
KORD,MaxT,2025-10-25,10,Fall,0.7624032165534729
KORD,MaxT,2025-10-26,10,Fall,0.8635377830498641
KORD,MaxT,2025-10-27,10,Fall,0.3974981418693915
KORD,MaxT,2025-10-28,10,Fall,1.112277227645066
KORD,MaxT,2025-10-29,10,Fall,0.5696903343218054
KORD,MaxT,2025-10-30,10,Fall,0.4179557975122208
KORD,MaxT,2025-10-31,10,Fall,0.3706054193375792
KORD,MaxT,2025-11-01,11,Fall,1.7567112386350416
KORD,MaxT,2025-11-02,11,Fall,0.5733508864154686
KORD,MaxT,2025-11-03,11,Fall,0.4656741712259418
KORD,MaxT,2025-11-04,11,Fall,1.1508602954345264
KORD,MaxT,2025-11-05,11,Fall,0.13732788506551685
KORD,MaxT,2025-11-06,11,Fall,0.39653039769094534
KORD,MaxT,2025-11-07,11,Fall,0.4263210266932944
KORD,MaxT,2025-11-08,11,Fall,2.128973628620294
KORD,MaxT,2025-11-09,11,Fall,0.2198625211934342
KORD,MaxT,2025-11-10,11,Fall,1.3992204017748335
KORD,MaxT,2025-11-11,11,Fall,0.2646097886066343
KORD,MaxT,2025-11-12,11,Fall,0.5154987821379962
KORD,MaxT,2025-11-13,11,Fall,1.7543101258428635
KORD,MaxT,2025-11-14,11,Fall,1.4519636007521655
KORD,MaxT,2025-11-15,11,Fall,1.3677437157260641
KORD,MaxT,2025-11-16,11,Fall,1.6715546735753932
KORD,MaxT,2025-11-17,11,Fall,1.7289679942455365
KORD,MaxT,2025-11-18,11,Fall,0.7212179922084871
KORD,MaxT,2025-11-19,11,Fall,0.11737335406067473
KORD,MaxT,2025-11-20,11,Fall,0.3087561026938346
KORD,MaxT,2025-11-21,11,Fall,0.404549456311571
KORD,MaxT,2025-11-22,11,Fall,0.8209123195378751
KORD,MaxT,2025-11-23,11,Fall,0.19572427074480458
KORD,MaxT,2025-11-24,11,Fall,0.2910141472889336
KORD,MaxT,2025-11-25,11,Fall,0.1637783026675379
KORD,MaxT,2025-11-26,11,Fall,0.7983238753744928
KORD,MaxT,2025-11-27,11,Fall,0.18329465601272688
KORD,MaxT,2025-11-28,11,Fall,0.6373973244814692
KORD,MaxT,2025-11-29,11,Fall,0.2354185860451814
KORD,MaxT,2025-11-30,11,Fall,0.39687314525480843
KORD,MaxT,2025-12-01,12,Fall,0.18883056896187966
KORD,MaxT,2025-12-02,12,Fall,1.4012005528044966
KORD,MaxT,2025-12-03,12,Fall,0.1985779795660534
KORD,MaxT,2025-12-04,12,Fall,0.690706672013981
KORD,MaxT,2025-12-05,12,Fall,1.0280364226014846
KORD,MaxT,2025-12-06,12,Fall,1.0156579387106461
KORD,MaxT,2025-12-07,12,Fall,1.5020322841085054
KORD,MaxT,2025-12-08,12,Fall,0.5910321518134865
KORD,MaxT,2025-12-09,12,Fall,0.6587365044309905
KORD,MaxT,2025-12-10,12,Fall,0.573570001582155
KORD,MaxT,2025-12-11,12,Fall,0.5609921319152704
KORD,MaxT,2025-12-12,12,Fall,0.8061825780947665
KORD,MaxT,2025-12-13,12,Fall,0.050509668467899616
KORD,MaxT,2025-12-14,12,Fall,1.3594082110354329
KORD,MaxT,2025-12-15,12,Fall,0.12416808148093494
KORD,MaxT,2025-12-16,12,Fall,2.4436285177018817
KORD,MaxT,2025-12-17,12,Fall,0.2475871963668368
KORD,MaxT,2025-12-18,12,Fall,0.15536588415401553
KORD,MaxT,2025-12-19,12,Fall,1.2473739837692328
KORD,MaxT,2025-12-20,12,Fall,0.3913389113464092
KORD,MaxT,2025-12-21,12,Fall,1.078027785426798
KORD,MaxT,2025-12-22,12,Fall,1.0674639341757413
KORD,MaxT,2025-12-23,12,Fall,0.8626697184456447
KORD,MaxT,2025-12-24,12,Fall,1.1046128253620964
KORD,MaxT,2025-12-25,12,Fall,0.9230407926914879
KORD,MaxT,2025-12-26,12,Fall,0.5216216854274336
KORD,MaxT,2025-12-27,12,Fall,0.34299992750299424
KORD,MaxT,2025-12-28,12,Fall,0.547554097044241
KORD,MaxT,2025-12-29,12,Fall,0.2540001721673484
KORD,MaxT,2025-12-30,12,Fall,0.2791013242360805
KORD,MaxT,2025-12-31,12,Fall,0.24772002578064445
KORD,MaxT,2026-01-01,1,Winter,1.3524853976739521
KORD,MaxT,2026-01-02,1,Winter,0.038485194520575305
KORD,MaxT,2026-01-03,1,Winter,2.1364987389111683
KORD,MaxT,2026-01-04,1,Winter,0.3716682468773769
KORD,MaxT,2026-01-05,1,Winter,0.22857462952860175
KORD,MaxT,2026-01-06,1,Winter,0.2603674705468535
KORD,MaxT,2026-01-07,1,Winter,1.355075435251642
KORD,MaxT,2026-01-08,1,Winter,0.5862586149257822
KORD,MaxT,2026-01-09,1,Winter,0.6934630822725865
KORD,MaxT,2026-01-10,1,Winter,1.4292443283992924
KORD,MaxT,2026-01-11,1,Winter,0.23088823662322966
KORD,MaxT,2026-01-12,1,Winter,0.26131583266789704
KORD,MaxT,2026-01-13,1,Winter,0.40608018525688294
KORD,MaxT,2026-01-14,1,Winter,1.1915008471440984
KORD,MaxT,2026-01-15,1,Winter,1.0068081603478625
KORD,MaxT,2026-01-16,1,Winter,0.41982496710986084
KORD,MaxT,2026-01-17,1,Winter,1.2435317627269562
KORD,MaxT,2026-01-18,1,Winter,1.41381662991936
KORD,MaxT,2026-01-19,1,Winter,0.5223008798919437
KORD,MaxT,2026-01-20,1,Winter,0.13694631737408614
KORD,MaxT,2026-01-21,1,Winter,1.1576232253213554
KORD,MaxT,2026-01-22,1,Winter,0.37053226630519376
KORD,MaxT,2026-01-23,1,Winter,1.0947183465255934
KORD,MaxT,2026-01-24,1,Winter,1.6211340263145173
KORD,MaxT,2026-01-25,1,Winter,1.3533982692623336
KORD,MaxT,2026-01-26,1,Winter,0.24188982682745852
KORD,MaxT,2026-01-27,1,Winter,1.0715431853278652
KORD,MaxT,2026-01-28,1,Winter,1.2112921437537878
KORD,MaxT,2026-01-29,1,Winter,1.170136897363431
KORD,MaxT,2026-01-30,1,Winter,2.0800290718826737
KORD,MaxT,2026-01-31,1,Winter,1.0012845649244504
KORD,MaxT,2026-02-01,2,Winter,1.2940322082977893
KORD,MaxT,2026-02-02,2,Winter,2.0898300891599497
KORD,MaxT,2026-02-03,2,Winter,1.4683623538274553
KORD,MaxT,2026-02-04,2,Winter,1.7851525804880488
KORD,MaxT,2026-02-05,2,Winter,0.4294200710317462
KORD,MaxT,2026-02-06,2,Winter,0.2538121131437876
KORD,MaxT,2026-02-07,2,Winter,1.8529370757595167
KORD,MaxT,2026-02-08,2,Winter,1.2517232425630809
KORD,MaxT,2026-02-09,2,Winter,0.6523842231622226
KORD,MaxT,2026-02-10,2,Winter,0.4641940403420719
KORD,MaxT,2026-02-11,2,Winter,1.6714049847042531
KORD,MinT,2025-07-01,7,Summer,0.4197762696679064
KORD,MinT,2025-07-02,7,Summer,0.662673767327604
KORD,MinT,2025-07-03,7,Summer,0.8221027042251734
KORD,MinT,2025-07-04,7,Summer,0.9098818727584188
KORD,MinT,2025-07-05,7,Summer,0.5983908667078595
KORD,MinT,2025-07-06,7,Summer,0.2925165409447601
KORD,MinT,2025-07-07,7,Summer,0.636186081647125
KORD,MinT,2025-07-08,7,Summer,1.9948128238406184
KORD,MinT,2025-07-09,7,Summer,0.9609020624957338
KORD,MinT,2025-07-10,7,Summer,0.06054522447276156
KORD,MinT,2025-07-11,7,Summer,0.149857604036157
KORD,MinT,2025-07-12,7,Summer,0.9586967742666843
KORD,MinT,2025-07-13,7,Summer,0.6589841885071621
KORD,MinT,2025-07-14,7,Summer,1.1427525705591108
KORD,MinT,2025-07-15,7,Summer,0.10630213173382685
KORD,MinT,2025-07-16,7,Summer,3.065275494489768
KORD,MinT,2025-07-17,7,Summer,2.8274947686049927
KORD,MinT,2025-07-18,7,Summer,1.684618109954485
KORD,MinT,2025-07-19,7,Summer,0.6834098156340929
KORD,MinT,2025-07-20,7,Summer,0.07050072627082216
KORD,MinT,2025-07-21,7,Summer,2.2287196150592905
KORD,MinT,2025-07-22,7,Summer,1.6328620887140204
KORD,MinT,2025-07-23,7,Summer,1.1187622289465082
KORD,MinT,2025-07-24,7,Summer,1.3961791160568424
KORD,MinT,2025-07-25,7,Summer,0.10350501084620589
KORD,MinT,2025-07-26,7,Summer,0.13287820686993257
KORD,MinT,2025-07-27,7,Summer,1.7363061339859769
KORD,MinT,2025-07-28,7,Summer,1.4992324284079643
KORD,MinT,2025-07-29,7,Summer,2.1522692976909212
KORD,MinT,2025-07-30,7,Summer,0.28748032471818874
KORD,MinT,2025-07-31,7,Summer,2.2969092573815004
KORD,MinT,2025-08-01,8,Summer,0.006974532461008209
KORD,MinT,2025-08-02,8,Summer,0.09765398185774643
KORD,MinT,2025-08-03,8,Summer,0.20683172711726883
KORD,MinT,2025-08-04,8,Summer,1.4892241548387801
KORD,MinT,2025-08-05,8,Summer,1.5515014341145275
KORD,MinT,2025-08-06,8,Summer,1.414491798128111
KORD,MinT,2025-08-07,8,Summer,0.2615572224444662
KORD,MinT,2025-08-08,8,Summer,0.1299992153691676
KORD,MinT,2025-08-09,8,Summer,0.12839950094407016
KORD,MinT,2025-08-10,8,Summer,0.6145961757873835
KORD,MinT,2025-08-11,8,Summer,1.0859547783223604
KORD,MinT,2025-08-12,8,Summer,0.026073528932599288
KORD,MinT,2025-08-13,8,Summer,1.088696526521403
KORD,MinT,2025-08-14,8,Summer,0.24788756937232392
KORD,MinT,2025-08-15,8,Summer,0.4162475314068814
KORD,MinT,2025-08-16,8,Summer,0.17285278231187817
KORD,MinT,2025-08-17,8,Summer,1.2656587408045965
KORD,MinT,2025-08-18,8,Summer,0.3510072310403274
KORD,MinT,2025-08-19,8,Summer,0.1356657283484708
KORD,MinT,2025-08-20,8,Summer,0.8591772040276737
KORD,MinT,2025-08-21,8,Summer,0.39518004148753505
KORD,MinT,2025-08-22,8,Summer,0.9283418163304233
KORD,MinT,2025-08-23,8,Summer,1.794126012838305
KORD,MinT,2025-08-24,8,Summer,1.0762669647983998
KORD,MinT,2025-08-25,8,Summer,0.2520014532989663
KORD,MinT,2025-08-26,8,Summer,0.8209876755702723
KORD,MinT,2025-08-27,8,Summer,0.272841892701166
KORD,MinT,2025-08-28,8,Summer,1.4126037467713388
KORD,MinT,2025-08-29,8,Summer,0.002741955014876396
KORD,MinT,2025-08-30,8,Summer,0.10338799439860935
KORD,MinT,2025-08-31,8,Summer,1.4662665761728917
KORD,MinT,2025-09-01,9,Summer,0.1656829016306034
KORD,MinT,2025-09-02,9,Summer,1.3196563604382519
KORD,MinT,2025-09-03,9,Summer,1.343481281300562
KORD,MinT,2025-09-04,9,Summer,0.5847552642022151
KORD,MinT,2025-09-05,9,Summer,0.30456925383504085
KORD,MinT,2025-09-06,9,Summer,0.16371774325152444
KORD,MinT,2025-09-07,9,Summer,0.2466481651951753
KORD,MinT,2025-09-08,9,Summer,1.4825770453243905
KORD,MinT,2025-09-09,9,Summer,1.6046242236165043
KORD,MinT,2025-09-10,9,Summer,1.4297288951161917
KORD,MinT,2025-09-11,9,Summer,1.3848715863307604
KORD,MinT,2025-09-12,9,Summer,0.5108625486823399
KORD,MinT,2025-09-13,9,Summer,0.006487315384092085
KORD,MinT,2025-09-14,9,Summer,1.0774123064932724
KORD,MinT,2025-09-15,9,Summer,1.9918332995233428
KORD,MinT,2025-09-16,9,Summer,1.4239018509781616
KORD,MinT,2025-09-17,9,Summer,0.004859942529506611
KORD,MinT,2025-09-18,9,Summer,0.2542127941235037
KORD,MinT,2025-09-19,9,Summer,0.7310234228186232
KORD,MinT,2025-09-20,9,Summer,0.8481460836979409
KORD,MinT,2025-09-21,9,Summer,0.08875208696521497
KORD,MinT,2025-09-22,9,Summer,0.5927714145382197
KORD,MinT,2025-09-23,9,Summer,0.8077579781145658
KORD,MinT,2025-09-24,9,Summer,1.4662656613744431
KORD,MinT,2025-09-25,9,Summer,1.7329941092805399
KORD,MinT,2025-09-26,9,Summer,0.9851082050310964
KORD,MinT,2025-09-27,9,Summer,0.9668603086270267
KORD,MinT,2025-09-28,9,Summer,0.9780830104679978
KORD,MinT,2025-09-29,9,Summer,1.2687202682375798
KORD,MinT,2025-09-30,9,Summer,1.1157122026643407
KORD,MinT,2025-10-01,10,Fall,0.18744012845948532
KORD,MinT,2025-10-02,10,Fall,0.8137409595160534
KORD,MinT,2025-10-03,10,Fall,0.9408457106019625
KORD,MinT,2025-10-04,10,Fall,1.6246071768898247
KORD,MinT,2025-10-05,10,Fall,0.4860338953996859
KORD,MinT,2025-10-06,10,Fall,2.270361483241672
KORD,MinT,2025-10-07,10,Fall,0.21062821292780143
KORD,MinT,2025-10-08,10,Fall,1.2001647081245324
KORD,MinT,2025-10-09,10,Fall,0.7264358235947199
KORD,MinT,2025-10-10,10,Fall,0.27296693223932067
KORD,MinT,2025-10-11,10,Fall,3.616938970608622
KORD,MinT,2025-10-12,10,Fall,0.8399295085639054
KORD,MinT,2025-10-13,10,Fall,1.1572277456208795
KORD,MinT,2025-10-14,10,Fall,0.2258350708667365
KORD,MinT,2025-10-15,10,Fall,0.4491251373085561
KORD,MinT,2025-10-16,10,Fall,0.5147027678397151
KORD,MinT,2025-10-17,10,Fall,0.11712594185982539
KORD,MinT,2025-10-18,10,Fall,3.0230237057135483
KORD,MinT,2025-10-19,10,Fall,0.360762984259388
KORD,MinT,2025-10-20,10,Fall,1.1265830267114438
KORD,MinT,2025-10-21,10,Fall,0.5597710733679122
KORD,MinT,2025-10-22,10,Fall,0.7744124898774913
KORD,MinT,2025-10-23,10,Fall,1.7816847852292668
KORD,MinT,2025-10-24,10,Fall,1.5301195384633601
KORD,MinT,2025-10-25,10,Fall,0.512561373929131
KORD,MinT,2025-10-26,10,Fall,3.2007589299914514
KORD,MinT,2025-10-27,10,Fall,0.005432528806146308
KORD,MinT,2025-10-28,10,Fall,1.5092608847723525
KORD,MinT,2025-10-29,10,Fall,3.657601431409333
KORD,MinT,2025-10-30,10,Fall,0.9381514410479568
KORD,MinT,2025-10-31,10,Fall,1.1511650778133813
KORD,MinT,2025-11-01,11,Fall,0.7909200385445061
KORD,MinT,2025-11-02,11,Fall,1.2308968669852902
KORD,MinT,2025-11-03,11,Fall,0.005384503025837262
KORD,MinT,2025-11-04,11,Fall,0.8091392509018291
KORD,MinT,2025-11-05,11,Fall,0.8872981843229155
KORD,MinT,2025-11-06,11,Fall,0.6523311925125697
KORD,MinT,2025-11-07,11,Fall,0.9184343538941704
KORD,MinT,2025-11-08,11,Fall,0.19464527322475078
KORD,MinT,2025-11-09,11,Fall,0.31719257679409907
KORD,MinT,2025-11-10,11,Fall,0.3330724251365851
KORD,MinT,2025-11-11,11,Fall,0.41067333538588
KORD,MinT,2025-11-12,11,Fall,0.9073491604214752
KORD,MinT,2025-11-13,11,Fall,0.30451038170811273
KORD,MinT,2025-11-14,11,Fall,0.40189646949568925
KORD,MinT,2025-11-15,11,Fall,4.281524361443225
KORD,MinT,2025-11-16,11,Fall,1.1042226807594062
KORD,MinT,2025-11-17,11,Fall,1.0111788982266106
KORD,MinT,2025-11-18,11,Fall,0.04045474696508222
KORD,MinT,2025-11-19,11,Fall,0.5007974343366968
KORD,MinT,2025-11-20,11,Fall,1.073263797259628
KORD,MinT,2025-11-21,11,Fall,3.5445615602924434
KORD,MinT,2025-11-22,11,Fall,0.08160403001308936
KORD,MinT,2025-11-23,11,Fall,1.3431765203377921
KORD,MinT,2025-11-24,11,Fall,0.3214132568297785
KORD,MinT,2025-11-25,11,Fall,3.1743891934645276
KORD,MinT,2025-11-26,11,Fall,1.9697355771317362
KORD,MinT,2025-11-27,11,Fall,0.5365207607979201
KORD,MinT,2025-11-28,11,Fall,2.580391735059159
KORD,MinT,2025-11-29,11,Fall,0.5803249187669621
KORD,MinT,2025-11-30,11,Fall,0.12948513605008927
KORD,MinT,2025-12-01,12,Fall,1.805814979804346
KORD,MinT,2025-12-02,12,Fall,0.4363048369070732
KORD,MinT,2025-12-03,12,Fall,0.9855951091557849
KORD,MinT,2025-12-04,12,Fall,1.9016899058560366
KORD,MinT,2025-12-05,12,Fall,0.5097986017665939
KORD,MinT,2025-12-06,12,Fall,0.07952281837266639
KORD,MinT,2025-12-07,12,Fall,0.8084709995904404
KORD,MinT,2025-12-08,12,Fall,2.826745782543803
KORD,MinT,2025-12-09,12,Fall,0.5875886067100495
KORD,MinT,2025-12-10,12,Fall,2.9881142579163793
KORD,MinT,2025-12-11,12,Fall,1.975472178813952
KORD,MinT,2025-12-12,12,Fall,0.4357154891849291
KORD,MinT,2025-12-13,12,Fall,1.5704425038232674
KORD,MinT,2025-12-14,12,Fall,0.5837295685231423
KORD,MinT,2025-12-15,12,Fall,0.03710737425317756
KORD,MinT,2025-12-16,12,Fall,1.0547123633735236
KORD,MinT,2025-12-17,12,Fall,1.2342764615487312
KORD,MinT,2025-12-18,12,Fall,4.820284901963291
KORD,MinT,2025-12-19,12,Fall,0.242660822592903
KORD,MinT,2025-12-20,12,Fall,0.34560859454511217
KORD,MinT,2025-12-21,12,Fall,2.170085696195791
KORD,MinT,2025-12-22,12,Fall,1.6012816277157071
KORD,MinT,2025-12-23,12,Fall,2.915962301635851
KORD,MinT,2025-12-24,12,Fall,2.6661103696200783
KORD,MinT,2025-12-25,12,Fall,3.2163734605694145
KORD,MinT,2025-12-26,12,Fall,0.03516144135524968
KORD,MinT,2025-12-27,12,Fall,0.6146717414357923
KORD,MinT,2025-12-28,12,Fall,3.8740533420816448
KORD,MinT,2025-12-29,12,Fall,1.0780676079530789
KORD,MinT,2025-12-30,12,Fall,1.0288292954473963
KORD,MinT,2025-12-31,12,Fall,2.536417394995933
KORD,MinT,2026-01-01,1,Winter,1.3772364832553983
KORD,MinT,2026-01-02,1,Winter,0.7569396769335022
KORD,MinT,2026-01-03,1,Winter,0.7185767806425858
KORD,MinT,2026-01-04,1,Winter,2.5719530348398862
KORD,MinT,2026-01-05,1,Winter,0.07932512699349559
KORD,MinT,2026-01-06,1,Winter,1.730875308857314
KORD,MinT,2026-01-07,1,Winter,1.1686987412005791
KORD,MinT,2026-01-08,1,Winter,0.49071230893431306
KORD,MinT,2026-01-09,1,Winter,0.11167903423596215
KORD,MinT,2026-01-10,1,Winter,3.378128132679734
KORD,MinT,2026-01-11,1,Winter,0.8177271510100113
KORD,MinT,2026-01-12,1,Winter,0.29009308925581223
KORD,MinT,2026-01-13,1,Winter,0.4299041188869097
KORD,MinT,2026-01-14,1,Winter,0.23736715039936485
KORD,MinT,2026-01-15,1,Winter,0.06576700315254591
KORD,MinT,2026-01-16,1,Winter,1.185431077087685
KORD,MinT,2026-01-17,1,Winter,0.6876700148984636
KORD,MinT,2026-01-18,1,Winter,0.7927629404631302
KORD,MinT,2026-01-19,1,Winter,0.5594232950366624
KORD,MinT,2026-01-20,1,Winter,0.3045036572650206
KORD,MinT,2026-01-21,1,Winter,2.854836497074288
KORD,MinT,2026-01-22,1,Winter,3.330942655279678
KORD,MinT,2026-01-23,1,Winter,1.0540671932254746
KORD,MinT,2026-01-24,1,Winter,1.153379514185362
KORD,MinT,2026-01-25,1,Winter,0.66396822458678
KORD,MinT,2026-01-26,1,Winter,1.451686283422891
KORD,MinT,2026-01-27,1,Winter,0.7330725522365888
KORD,MinT,2026-01-28,1,Winter,1.0316327081465029
KORD,MinT,2026-01-29,1,Winter,2.0251035820080325
KORD,MinT,2026-01-30,1,Winter,0.48478484732161675
KORD,MinT,2026-01-31,1,Winter,0.5598596542978225
KORD,MinT,2026-02-01,2,Winter,2.068211138721356
KORD,MinT,2026-02-02,2,Winter,1.1096623106235484
KORD,MinT,2026-02-03,2,Winter,2.854105665223422
KORD,MinT,2026-02-04,2,Winter,1.4069117839555716
KORD,MinT,2026-02-05,2,Winter,0.25606883774415046
KORD,MinT,2026-02-06,2,Winter,4.298510934190105
KORD,MinT,2026-02-07,2,Winter,0.4114005550123512
KORD,MinT,2026-02-08,2,Winter,0.26089578083549725
KORD,MinT,2026-02-09,2,Winter,0.2837025236812778
KORD,MinT,2026-02-10,2,Winter,1.384245020583677
KORD,MinT,2026-02-11,2,Winter,0.2099220295476698
KMDW,MaxT,2025-07-01,7,Summer,0.08473915239748919
KMDW,MaxT,2025-07-02,7,Summer,0.45104799439394583
KMDW,MaxT,2025-07-03,7,Summer,1.1620179613886847
KMDW,MaxT,2025-07-04,7,Summer,0.3361794373327456
KMDW,MaxT,2025-07-05,7,Summer,0.14884084117797158
KMDW,MaxT,2025-07-06,7,Summer,2.099485981531771
KMDW,MaxT,2025-07-07,7,Summer,0.4168386510431361
